         397983 function calls (392503 primitive calls) in 1.024 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      236    0.001    0.000    0.010    0.000 /usr/lib/python2.7/genericpath.py:46(isdir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:91(TypeChecker)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:605(ElementTree)
      141    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3502(<genexpr>)
        1    0.009    0.009    0.009    0.009 {method 'readlines' of 'file' objects}
        8    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_pool.py:144(AddEnumDescriptor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:288(__exit__)
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python2.7/dist-packages/packaging/version.py:191(Version)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:79(cell_name_to_rowx_colx)
        1    0.000    0.000    0.000    0.000 <string>:14(CommentProxy)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:797(__enter__)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/__init__.py:1(<module>)
       65    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2118(streamline)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'unicode' objects}
        2    0.000    0.000    0.000    0.000 ./pyproject/proto/query_room_scene_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:2257(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/_compat.py:20(with_metaclass)
        8    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:126(RegisterEnumDescriptor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3110(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:35(MessageDefect)
        1    0.001    0.001    0.001    0.001 build/bdist.linux-x86_64/egg/google/protobuf/text_encoding.py:31(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4409(delimitedList)
      171    0.001    0.000    0.019    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2064(_handle_ns)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:77(GeneratedProtocolMessageType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:85(PEP440Warning)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1533(EggProvider)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:479(do_cellstylexfs)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2342(NoMatch)
      140    0.001    0.000    0.001    0.000 {method 'read' of 'file' objects}
      709    0.001    0.000    0.001    0.000 /usr/lib/python2.7/stat.py:55(S_ISLNK)
        8    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/enum_type_wrapper.py:46(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:523(X12Sheet)
     4764    0.028    0.000    0.068    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:198(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1181(__init__)
       42    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1927(find_distributions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:168(Name)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4122(__lshift__)
     13/1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/pprint.py:132(_format)
       88    0.000    0.000    0.027    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:3045(<genexpr>)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2822(__init__)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:49(EMemberEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/email/quoprimime.py:27(<module>)
      318    0.003    0.000    0.155    0.000 /usr/lib/python2.7/re.py:230(_compile)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:50(Error)
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:30(<module>)
        1    0.000    0.000    0.000    0.000 ./pylib/ffext.py:44(ff_timer_callback)
       43    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cProfile.py:90(create_stats)
       13    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:6(ECardType)
        1    0.000    0.000    0.000    0.000 ./pyproject/rpc/rpc_def.py:4(<module>)
        2    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:107(_VarintDecoder)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:4(<module>)
        5    0.000    0.000    0.000    0.000 <string>:67(__init__)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1800(__radd__)
        3    0.000    0.000    0.000    0.000 {method 'rsplit' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1161(ExtractionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:13(<module>)
      362    0.002    0.000    0.005    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:236(__str__)
      566    0.005    0.000    0.006    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2476(key)
       14    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1985(__call__)
       53    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:436(SpecificEncoder)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:435(__bool__)
        1    0.000    0.000    0.001    0.001 ./pyproject/proto/enter_room_pb2.py:4(<module>)
       49    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:615(do_row)
    61/11    0.000    0.000    0.009    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3247(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:64(_note)
        2    0.000    0.000    0.004    0.002 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1571(parseString)
        1    0.004    0.004    0.857    0.857 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/proto/enter_room_pb2.py:5(<lambda>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4255(postParse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:399(UnknownExtra)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1902(__init__)
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     1316    0.000    0.000    0.000    0.000 {method 'read' of 'cStringIO.StringI' objects}
        1    0.000    0.000    0.103    0.103 /usr/lib/python2.7/email/charset.py:6(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/UserDict.py:91(get)
        5    0.000    0.000    0.007    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1604(build)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:68(Mapping)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:97(_CreateDefaultDatabase)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:466(_ModifiedEncoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2463(CaselessLiteral)
      809    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3921(Optional)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:52(__init__)
        6    0.000    0.000    0.000    0.000 ./pylib/ffext.py:332(bind_func)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1376(TreeBuilder)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/text_format.py:78(TextWriter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:238(ParseException)
       42    0.001    0.000    0.509    0.012 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:682(add_entry)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/text_format.py:75(ParseError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:517(__init__)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1626(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:67(SymbolDatabase)
        1    0.000    0.000    0.000    0.000 {locals}
       60    0.002    0.000    0.003    0.000 {_io.open}
       10    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:252(BytesSizer)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_database.py:36(Error)
        7    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/dist-packages/packaging/specifiers.py:214(LegacySpecifier)
     1800    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:298(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/_structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4294(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:464(X12Styles)
      173    0.000    0.000    0.013    0.000 /usr/lib/python2.7/posixpath.py:372(realpath)
     2140    0.011    0.000    0.013    0.000 /usr/lib/python2.7/genericpath.py:93(_splitext)
       15    0.000    0.000    0.009    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1815(_has)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_mj/gas_mj_mgr.py:14(GasMjRule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:138(ParseError)
       23    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2195(normalize_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:5(<module>)
      108    0.004    0.000    0.006    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:629(_AddPropertiesForNonRepeatedScalarField)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4323(Suppress)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2486(CaselessKeyword)
      491    0.000    0.000    0.000    0.000 {id}
      157    0.002    0.000    0.014    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:279(_AttachFieldHelpers)
      274    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      579    0.002    0.000    0.002    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:199(Descriptor)
       19    0.000    0.000    0.008    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1632(load)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:417(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 ./pyproject/residual/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/random.py:100(seed)
      468    0.000    0.000    0.000    0.000 {range}
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:68(EStatusInRoom)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.043    0.043 ./pyproject/excel2json.py:67(ConverXlsxToJson)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/plistlib.py:51(<module>)
       13    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       69    0.000    0.000    0.000    0.000 {globals}
     3428    0.004    0.000    0.004    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:132(__init__)
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:893(_AddHasExtensionMethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3154(StringEnd)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1317(_Listener)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/timemachine.py:10(<module>)
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:216(tell)
       95    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:180(<genexpr>)
      416    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.001    0.001    0.004    0.004 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:42(_BaseVersion)
     6230    0.003    0.000    0.003    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:299(Book)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:292(MessageSizer)
        1    0.001    0.001    0.005    0.005 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:79(<module>)
      168    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1206    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/_structures.py:33(__neg__)
        5    0.000    0.000    0.001    0.000 /usr/lib/python2.7/ssl.py:114(_import_symbols)
       20    0.000    0.000    0.001    0.000 /usr/lib/python2.7/zipfile.py:621(read)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1931(__xor__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:422(sheets)
      150    0.001    0.000    0.014    0.000 /usr/lib/python2.7/pkgutil.py:176(find_module)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4742(<genexpr>)
       52    0.000    0.000    0.000    0.000 /usr/lib/python2.7/linecache.py:47(checkcache)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2565(Word)
       43    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:300(<genexpr>)
        1    0.003    0.003    0.013    0.013 /usr/local/lib/python2.7/dist-packages/xlrd/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:285(__enter__)
       87    0.002    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2648(insert_on)
      194    0.002    0.000    0.003    0.000 /usr/lib/python2.7/posixpath.py:329(normpath)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3215(ParseExpression)
       39    0.002    0.000    0.003    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:269(__init__)
        1    0.000    0.000    0.002    0.002 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:60(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_game_rule/game_rule_mgr.py:8(__init__)
        1    0.000    0.000    0.000    0.000 ./pyproject/compment/compment_money.py:3(<module>)
      359    0.007    0.000    0.008    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:415(TagBytes)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:773(FileDescriptor)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3810(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:259(TextCalendar)
     7081    0.006    0.000    0.006    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/StringIO.py:54(__init__)
        1    0.000    0.000    0.009    0.009 ./pyproject/proto/common_info_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:47(FirstHeaderLineIsContinuationDefect)
      126    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:88(__init__)
       39    0.000    0.000    0.011    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:549(_AddPropertiesForFields)
     2197    0.002    0.000    0.002    0.000 {min}
        1    0.000    0.000    0.002    0.002 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_pool.py:56(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/residual/residual_mgr.py:9(ResidualMgr)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/__init__.py:1(<module>)
        1    0.000    0.000    0.104    0.104 /usr/lib/python2.7/email/message.py:5(<module>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:292(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2758(EggInfoDistribution)
        6    0.003    0.000    0.003    0.001 {built-in method _parse}
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:155(_ModifiedSizer)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3740(__str__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4342(postParse)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1283(_AddPrivateHelperMethods)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formula.py:526(FormulaError)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1343(postParse)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
      164    0.001    0.000    0.009    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:312(AddDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:72(Random)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1081(__init__)
       35    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementPath.py:113(select)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3882(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pstats.py:84(init)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2254(EntryPoint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:108(_RandomNameSequence)
    12103    0.009    0.000    0.030    0.000 /usr/lib/python2.7/sre_parse.py:212(get)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:612(initialise_format_info)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:116(MutableMapping)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1105(_AddIsInitializedMethod)
        7    0.000    0.000    0.000    0.000 {dir}
        5    0.000    0.000    0.000    0.000 ./pyproject/proto/common_info_pb2.py:5(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3788(__init__)
      600    0.008    0.000    0.008    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:343(_cmpkey)
        1    0.000    0.000    0.000    0.000 {math.exp}
       60    0.000    0.000    0.000    0.000 /usr/lib/python2.7/stat.py:49(S_ISREG)
     4164    0.016    0.000    0.016    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:129(unescape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ssl.py:329(SSLContext)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:197(Int64ValueChecker)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4740(<lambda>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:203(Uint64ValueChecker)
     16/2    0.000    0.000    0.002    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3696(parseImpl)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/main.py:17(Tick2DumpProfile)
       84    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3349(__init__)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2208(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/utf_32_be.py:17(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/markers.py:59(Variable)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3312(setResultsName)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:973(_AddSetListenerMethod)
        1    0.001    0.001    0.004    0.004 /usr/lib/python2.7/zipfile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_game_rule/__init__.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1836(__mul__)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:965(_AddUnicodeMethod)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:75(DescriptorBase)
        2    0.000    0.000    0.001    0.001 /usr/lib/python2.7/encodings/__init__.py:71(search_function)
      195    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3351(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/platform.py:390(_popen)
        1    0.012    0.012    0.109    0.109 /usr/local/lib/python2.7/dist-packages/packaging/requirements.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {imp.load_module}
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:3012(<genexpr>)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4640(originalTextFor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/rule_base.py:4(GameRuleBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1119(_DummyThread)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/message.py:41(EncodeError)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1466(XMLParser)
       74    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/wire_format.py:259(IsTypePackable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:616(FancyURLopener)
