         407929 function calls (402446 primitive calls) in 1.088 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/latin_1.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1210(_IterParseIterator)
       95    0.001    0.000    0.146    0.002 /usr/lib/python2.7/sre_parse.py:706(parse)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:525(__init__)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/xml/etree/ElementTree.py:59(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formula.py:590(Operand)
  522/105    0.057    0.000    0.144    0.001 /usr/lib/python2.7/sre_parse.py:395(_parse)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/pprint.py:120(pformat)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:59(__init__)
        3    0.000    0.000    0.001    0.000 ./pyproject/gas/gas_room_mgr/gas_room_obj.py:139(MemberEnter)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:800(__exit__)
      121    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:771(_IsPresent)
      170    0.006    0.000    0.006    0.000 {posix.listdir}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:2068(MSODrawing)
        1    0.000    0.000    0.004    0.004 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4834(_makeTags)
       26    0.000    0.000    0.000    0.000 ./pyproject/compment/compment_money.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:647(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:372(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pstats.py:106(load_stats)
       47    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:139(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:31(Error)
    13/12    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3393(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urlparse.py:129(ParseResult)
        3    0.000    0.000    0.000    0.000 ./pyproject/state/state_machine.py:31(GetCurState)
        1    0.006    0.006    0.031    0.031 /usr/local/lib/python2.7/dist-packages/xlrd/__init__.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
       46    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:103(GetPersistentDict)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:343(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:955(addbase)
        3    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:249(_ModifiedDecoder)
       90    0.003    0.000    0.003    0.000 {method 'pylog_internal_' of 'ff.ffscene_t_internal_' objects}
      179    0.001    0.000    0.008    0.000 /usr/lib/python2.7/json/__init__.py:193(dumps)
       35    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/message.py:44(Message)
        3    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:137(DecodeVarint)
      156    0.001    0.000    0.001    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1286(Modified)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1088(_set_daemon)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:60(X)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/latin_1.py:28(StreamWriter)
      150    0.001    0.000    0.005    0.000 ./pylib/ffext.py:153(to_str)
       23    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:86(Serial2Dict)
        7    0.000    0.000    0.000    0.000 {dir}
       23    0.000    0.000    0.000    0.000 ./pylib/ffext.py:39(cancel_timer)
     2098    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2200(_normalize_cached)
        1    0.000    0.000    0.004    0.004 ./pyproject/gas/gas_mj/gas_mj_mgr.py:4(<module>)
      344    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:52(isabs)
       10    0.002    0.000    0.002    0.000 {built-in method decompress}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:344(__init__)
       60    0.000    0.000    0.001    0.000 /usr/lib/python2.7/genericpath.py:34(isfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:13(MessageParseError)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1798(_index)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:209(_declare_state)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:320(ResolutionError)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1530(resetCache)
        2    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:425(_SimpleEncoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4173(copy)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     1170    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x7f17603ef720}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
        3    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:125(_RLock)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/zipfile.py:420(_ZipDecrypter)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2390(parseImpl)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:19(EMjEvent)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:591(MessageDecoder)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/enum_type_wrapper.py:41(EnumTypeWrapper)
       23    0.000    0.000    0.000    0.000 {method 'change_session_scene_internal_' of 'ff.ffscene_t_internal_' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/importlib/__init__.py:1(<module>)
       26    0.001    0.000    0.014    0.001 ./pyproject/gas/gas_scene/gas_scene_mgr.py:25(OnLoadPlayerDataDone)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:483(haskeys)
       27    0.000    0.000    0.067    0.002 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2738(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_obj.py:15(RoomObj)
    14/13    0.000    0.000    0.001    0.000 /usr/lib/python2.7/abc.py:148(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:138(setfirstweekday)
      151    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:74(opengroup)
      146    0.001    0.000    0.001    0.000 {_codecs.utf_8_decode}
      148    0.001    0.000    0.037    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2389(_version_from_file)
       25    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:642(BoolEncoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:2071(MSObj)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:145(get_text_from_si_or_is)
    12450    0.010    0.000    0.050    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:53(__eq__)
      198    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:268(_escape)
      471    0.001    0.000    0.014    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1144(copy)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:173(cnv_ST_Xstring)
     15/4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3721(streamline)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2868(Requirement)
       23    0.000    0.000    0.006    0.000 ./pyproject/entity/base_entity.py:39(Destroy)
        3    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:31(SetRoomID)
      157    0.000    0.000    0.002    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:560(_AddPropertiesForField)
      101    0.004    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2921(_get_mro)
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4119(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/markers.py:25(InvalidMarker)
      211    0.000    0.000    0.001    0.000 /usr/lib/python2.7/pkgutil.py:366(get_importer)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:1259(__del__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xldate.py:36(XLDateBadTuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 ./pyproject/cfg_py/parameter_common.py:3(<module>)
        3    0.000    0.000    0.001    0.000 ./pyproject/gas/gas_room_mgr/gas_room_mgr.py:127(Gcc2GasRetGenRoomID)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3674(ParseElementEnhance)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:324(process_rels)
       10    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:701(close)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_mj/check_hu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2401(Distribution)
       13    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:190(_SimpleDecoder)
       28    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3956(__init__)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_mgr.py:15(__init__)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:54(TypeTransformationError)
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:870(_AddClearExtensionMethod)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:958(_AddStrMethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.004    0.004 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:805(metaclass)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1917(register_finder)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:91(TypeChecker)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/xml/etree/ElementPath.py:59(<module>)
      139    0.001    0.000    0.002    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:656(field_setter)
        1    0.000    0.000    0.000    0.000 ./pyproject/state/room_state_waiting.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/specifiers.py:78(_IndividualSpecifier)
      603    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2603(__getattr__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:181(_get_module)
       95    0.000    0.000    0.063    0.001 /usr/lib/python2.7/sre_compile.py:552(_code)
        1    0.001    0.001    0.008    0.008 build/bdist.linux-x86_64/egg/google/protobuf/reflection.py:46(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/const_entity.py:3(Const)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/_parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:114(_resolve)
      141    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3502(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:479(do_cellstylexfs)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:2257(__init__)
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python2.7/dist-packages/packaging/version.py:191(Version)
        8    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:126(RegisterEnumDescriptor)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4409(delimitedList)
       92    0.000    0.000    0.000    0.000 {imp.acquire_lock}
      699    0.001    0.000    0.001    0.000 /usr/lib/python2.7/stat.py:55(S_ISLNK)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1181(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4122(__lshift__)
     13/1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/pprint.py:132(_format)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1466(XMLParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:13(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:75(__init__)
       53    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:436(SpecificEncoder)
    61/11    0.001    0.000    0.010    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3247(leaveWhitespace)
        1    0.004    0.004    0.899    0.899 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:16(<module>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4255(postParse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:139(MovedAttribute)
       26    0.000    0.000    0.001    0.000 ./pyproject/entity/base_entity.py:26(StartOnceTick)
        5    0.000    0.000    0.007    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1604(build)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:92(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:68(Mapping)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2463(CaselessLiteral)
      799    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/text_format.py:78(TextWriter)
     4392    0.015    0.000    0.140    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:24(parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:709(ZipFile)
       60    0.002    0.000    0.002    0.000 {_io.open}
     1788    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:298(_parse_letter_version)
       23    0.000    0.000    0.003    0.000 ./pyproject/entity/gas_player_entity.py:109(Persistent)
       17    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/parser.py:86(HeaderParser)
      605    0.001    0.000    0.001    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 ./pyproject/residual/__init__.py:1(<module>)
       23    0.002    0.000    0.002    0.000 ./pyproject/compment/compment_money.py:12(OnDestroy)
        1    0.000    0.000    0.000    0.000 ./pyproject/db/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2844(RequirementParseError)
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:893(_AddHasExtensionMethod)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_game_rule/game_rule_mgr.py:7(GasGameRuleMgr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/timemachine.py:10(<module>)
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.007    0.007    0.009    0.009 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:42(_BaseVersion)
        1    0.001    0.001    0.001    0.001 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:79(<module>)
       20    0.000    0.000    0.003    0.000 /usr/lib/python2.7/zipfile.py:621(read)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1931(__xor__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2565(Word)
       43    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:300(<genexpr>)
       39    0.001    0.000    0.002    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:269(__init__)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3810(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:259(TextCalendar)
      247    0.000    0.000    0.000    0.000 {max}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1177(ResourceManager)
      126    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:88(__init__)
      253    0.000    0.000    0.001    0.000 {all}
      409    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4342(postParse)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1283(_AddPrivateHelperMethods)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementPath.py:113(select)
       52    0.000    0.000    0.002    0.000 /usr/lib/python2.7/linecache.py:33(getlines)
        1    0.000    0.000    0.000    0.000 ./pyproject/proto/enter_room_pb2.py:4(<module>)
        1    0.004    0.004    0.004    0.004 {function seed at 0x7f17553a29b0}
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:30(<module>)
       84    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3349(__init__)
       38    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2208(_is_unpacked_egg)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:973(_AddSetListenerMethod)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_game_rule/__init__.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1836(__mul__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementPath.py:96(prepare_child)
        2    0.000    0.000    0.000    0.000 {imp.load_module}
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4640(originalTextFor)
        1    0.000    0.000    0.003    0.003 /usr/lib/python2.7/urlparse.py:29(<module>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/message.py:41(EncodeError)
      504    0.004    0.000    0.004    0.000 {posix.stat}
       29    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:230(StringSizer)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:6(EDbsOptType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:20(BadZipfile)
        3    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_mgr.py:18(GetCreateRoomNeedMoney)
       13    0.000    0.000    0.007    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2612(__init__)
       49    0.000    0.000    0.002    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1059(MergeFromString)
       10    0.000    0.000    0.000    0.000 {function close at 0x7f175c051b18}
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_scene/gas_scene_mgr.py:20(__init__)
      600    0.001    0.000    0.005    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2225(yield_lines)
       27    0.000    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1016(_trim_arity)
        2    0.000    0.000    0.011    0.005 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:255(process_stream)
       60    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:659(__init__)
      171    0.000    0.000    0.000    0.000 {repr}
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:34(GetRoomID)
        1    0.000    0.000    0.000    0.000 <string>:65(iterparse)
      107    0.003    0.000    0.004    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:471(init)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'thread.lock' objects}
       16    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
       38    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4189(__init__)
     20/8    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3506(parseImpl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3192(WordEnd)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pkgutil.py:243(load_module)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/zipfile.py:501(ZipExtFile)
      222    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:37(GetGlobalID)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_database.py:44(DescriptorDatabase)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/biffh.py:34(BaseObject)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/compdoc.py:34(CompDocError)
        1    0.000    0.000    0.002    0.002 build/bdist.linux-x86_64/egg/google/protobuf/text_format.py:41(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementPath.py:112(prepare_self)
      436    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
     2134    0.007    0.000    0.009    0.000 /usr/lib/python2.7/genericpath.py:93(_splitext)
      337    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
     3419    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
       49    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:411(_mk_bitmap)
      315    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:904(getinfo)
      281    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2615(<genexpr>)
        1    0.000    0.000    0.000    0.000 ./pyproject/proto/enter_room_pb2.py:5(<lambda>)
        1    0.000    0.000    0.071    0.071 /usr/local/lib/python2.7/dist-packages/xlrd/__init__.py:381(open_workbook)
      196    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:293(<genexpr>)
       25    0.000    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1227(setParseAction)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:158(_EndRecData64)
      271    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:95(__init__)
       68    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2434(_reload_version)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:605(ElementTree)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/_structures.py:7(Infinity)
